Дата         | Страна               | Добыча (1000 бар)
12.07.2010   | Kuwait               | 2303.2
12.07.2010   | Libya                | 1523.0
12.07.2010   | Nigeria              | 2074.8
12.07.2010   | United Arab Emirates | 2349.8
12.07.2010   | Venezuela            | 2832.2
12.07.2011   | Algeria              | 1190.6
12.07.2011   | Angola               | 1592.7
12.07.2011   | Congo                | 334.2
12.07.2011   | Equatorial Guinea    | 210.7
12.07.2011   | Gabon                | 188.3
12.07.2011   | IR Iran              | 3565.2
12.07.2011   | Iraq                 | 2663.9
12.07.2011   | Kuwait               | 2640.9
12.07.2011   | Libya                | 538.4
12.07.2011   | Nigeria              | 1989.6
12.07.2011   | United Arab Emirates | 2615.6
12.07.2011   | Venezuela            | 2928.6
12.07.2012   | Algeria              | 1179.8
12.07.2012   | Angola               | 1720.8
12.07.2012   | Congo                | 152.8
12.07.2012   | Equatorial Guinea    | 284.0
12.07.2012   | Gabon                | 216.7
12.07.2012   | IR Iran              | 3809.3
12.07.2012   | Iraq                 | 2946.1
12.07.2012   | Kuwait               | 3063.0
12.07.2012   | Libya                | 1432.3
12.07.2012   | Nigeria              | 1881.5
12.07.2012   | United Arab Emirates | 2638.2
12.07.2012   | Venezuela            | 2872.9
12.07.2013   | Algeria              | 1207.0
12.07.2013   | Angola               | 1674.9
12.07.2013   | Congo                | 210.6
12.07.2013   | Equatorial Guinea    | 166.5
12.07.2013   | Gabon                | 217.4
12.07.2013   | IR Iran              | 3651.2
12.07.2013   | Iraq                 | 2995.5
12.07.2013   | Kuwait               | 2864.8
12.07.2013   | Libya                | 958.1
12.07.2013   | Nigeria              | 1730.0
12.07.2013   | United Arab Emirates | 2803.3
12.07.2013   | Venezuela            | 2849.2
12.07.2016   | Algeria              | 1186.5
12.07.2016   | Angola               | 1716.7
12.07.2016   | Congo                | 229.4
12.07.2016   | Equatorial Guinea    | 130.9
12.07.2016   | Gabon                | 235.8
12.07.2016   | IR Iran              | 3608.7
12.07.2016   | Iraq                 | 4655.2
12.07.2016   | Kuwait               | 2884.8
12.07.2016   | Libya                | 356.2
12.07.2016   | Nigeria              | 1517.0
12.07.2016   | United Arab Emirates | 3047.6
12.07.2016   | Venezuela            | 2374.1
12.07.2017   | Algeria              | 1034.8
12.07.2017   | Angola               | 1687.1
12.07.2017   | Congo                | 351.4
12.07.2017   | Equatorial Guinea    | 177.9
12.07.2017   | Gabon                | 247.4
12.07.2017   | IR Iran              | 3847.0
12.07.2017   | Iraq                 | 4504.3
12.07.2017   | Kuwait               | 2743.2
12.07.2017   | Libya                | 720.3
12.07.2017   | Nigeria              | 1521.1
12.07.2017   | United Arab Emirates | 2910.4
12.07.2017   | Venezuela            | 2077.7
12.07.2018   | Algeria              | 1057.5
12.07.2018   | Angola               | 1484.2
12.07.2018   | Congo                | 376.0
12.07.2018   | Equatorial Guinea    | 129.8
12.07.2018   | Gabon                | 193.8
12.07.2018   | IR Iran              | 3561.1
12.07.2018   | Iraq                 | 4348.5
12.07.2018   | Kuwait               | 2702.4
12.07.2018   | Libya                | 942.0
12.07.2018   | Nigeria              | 1596.0
12.07.2018   | United Arab Emirates | 3006.6
12.07.2018   | Venezuela            | 1511.2
12.07.2019   | Algeria              | 1055.2
12.07.2019   | Angola               | 1430.3
12.07.2019   | Congo                | 383.1
12.07.2019   | Equatorial Guinea    | 126.5
12.07.2019   | Gabon                | 287.2
12.07.2019   | IR Iran              | 2371.3
12.07.2019   | Iraq                 | 4576.5
12.07.2019   | Kuwait               | 2643.7
12.07.2019   | Libya                | 1077.9
12.07.2019   | Nigeria              | 1647.5
12.07.2019   | United Arab Emirates | 3065.9
12.07.2019   | Venezuela            | 918.9
12.07.2021   | Algeria              | 1020.3
12.07.2021   | Angola               | 1064.9
12.07.2021   | Congo                | 269.9
12.07.2021   | Equatorial Guinea    | 59.6
12.07.2021   | Gabon                | 180.1
12.07.2021   | IR Iran              | 2398.8
12.07.2021   | Iraq                 | 4004.4
12.07.2021   | Kuwait               | 2442.9
12.07.2021   | Libya                | 1251.6
12.07.2021   | Nigeria              | 1294.4
12.07.2021   | United Arab Emirates | 2751.0
12.07.2021   | Venezuela            | 637.6
12.07.2022   | Algeria              | 1017.1
12.07.2022   | Angola               | 1161.6
12.07.2022   | Congo                | 238.5
12.07.2022   | Equatorial Guinea    | 118.5
12.07.2022   | Gabon                | 135.0
12.07.2022   | IR Iran              | 2628.4
12.07.2022   | Iraq                 | 4414.6
12.07.2022   | Kuwait               | 2760.9
12.07.2022   | Libya                | 885.2
12.07.2022   | Nigeria              | 1082.6
12.07.2022   | United Arab Emirates | 3097.8
12.07.2022   | Venezuela            | 696.4
12.08.2008   | Algeria              | 1377.7
12.08.2008   | Angola               | 1901.6
12.08.2008   | Congo                | 194.1
12.08.2008   | Equatorial Guinea    | 292.1
12.08.2008   | Gabon                | 241.3
12.08.2008   | IR Iran              | 4131.2
12.08.2008   | Iraq                 | 2276.2
12.08.2008   | Kuwait               | 2744.4
12.08.2008   | Libya                | 1666.9
12.08.2008   | Nigeria              | 2002.0
12.08.2008   | United Arab Emirates | 2542.5
12.08.2008   | Venezuela            | 3026.5
12.08.2009   | Algeria              | 1186.3
12.08.2009   | Angola               | 1843.3
12.08.2009   | Congo                | 248.1
12.08.2009   | Equatorial Guinea    | 220.2
12.08.2009   | Gabon                | 264.3
12.08.2009   | IR Iran              | 3593.0
12.08.2009   | Iraq                 | 2274.3
12.08.2009   | Kuwait               | 2240.9
12.08.2009   | Libya                | 1480.9
12.08.2009   | Nigeria              | 1794.4
12.08.2009   | United Arab Emirates | 2313.5
12.08.2009   | Venezuela            | 2944.6
12.08.2010   | Algeria              | 1278.1
12.08.2010   | Angola               | 1739.4
12.08.2010   | Congo                | 269.5
12.08.2010   | Equatorial Guinea    | 277.0
12.08.2010   | Gabon                | 265.1
12.08.2010   | IR Iran              | 3529.8
12.08.2010   | Iraq                 | 2444.1
12.08.2010   | Kuwait               | 2317.3
12.08.2010   | Libya                | 1506.6
12.08.2010   | Nigeria              | 2040.9
12.08.2010   | United Arab Emirates | 2302.6
12.08.2010   | Venezuela            | 2861.8
12.08.2011   | Algeria              | 1169.2
12.08.2011   | Angola               | 1559.4
12.08.2011   | Congo                | 287.1
12.08.2011   | Equatorial Guinea    | 195.9
12.08.2011   | Gabon                | 219.7
12.08.2011   | IR Iran              | 3546.8
12.08.2011   | Iraq                 | 2673.7
12.08.2011   | Kuwait               | 2566.2
12.08.2011   | Libya                | 479.3
12.08.2011   | Nigeria              | 1964.6
12.08.2011   | United Arab Emirates | 2553.0
12.08.2011   | Venezuela            | 2971.4
12.08.2013   | Algeria              | 1149.7
12.08.2013   | Angola               | 1680.6
12.08.2013   | Congo                | 191.0
12.08.2013   | Equatorial Guinea    | 195.6
12.08.2013   | Gabon                | 244.9
12.08.2013   | IR Iran              | 3584.2
12.08.2013   | Iraq                 | 2997.1
12.08.2013   | Kuwait               | 2986.4
12.08.2013   | Libya                | 1058.2
12.08.2013   | Nigeria              | 1737.2
12.08.2013   | United Arab Emirates | 2807.1
12.08.2013   | Venezuela            | 2795.7
12.08.2014   | Algeria              | 1205.0
12.08.2014   | Angola               | 1694.4
12.08.2014   | Congo                | 247.3
12.08.2014   | Equatorial Guinea    | 151.5
12.08.2014   | Gabon                | 246.3
12.08.2014   | IR Iran              | 3076.5
12.08.2014   | Iraq                 | 3184.0
12.08.2014   | Kuwait               | 2846.5
12.08.2014   | Libya                | 405.9
12.08.2014   | Nigeria              | 1810.8
12.08.2014   | United Arab Emirates | 2764.1
12.08.2014   | Venezuela            | 2634.4
12.08.2015   | Algeria              | 1141.8
12.08.2015   | Angola               | 1755.4
12.08.2015   | Congo                | 217.3
12.08.2015   | Equatorial Guinea    | 99.7
12.08.2015   | Gabon                | 202.1
12.08.2015   | IR Iran              | 3176.2
12.08.2015   | Iraq                 | 3434.3
12.08.2015   | Kuwait               | 2846.6
12.08.2015   | Libya                | 398.3
12.08.2015   | Nigeria              | 1716.0
12.08.2015   | United Arab Emirates | 2979.9
12.08.2015   | Venezuela            | 2658.3
12.08.2016   | Algeria              | 1171.9
12.08.2016   | Angola               | 1665.1
12.08.2016   | Congo                | 242.4
12.08.2016   | Equatorial Guinea    | 77.1
12.08.2016   | Gabon                | 172.7
12.08.2016   | IR Iran              | 3741.1
12.08.2016   | Iraq                 | 4646.3
12.08.2016   | Kuwait               | 2867.7
12.08.2016   | Libya                | 321.4
12.08.2016   | Nigeria              | 1510.7
12.08.2016   | United Arab Emirates | 3087.0
12.08.2016   | Venezuela            | 2298.9
12.08.2019   | Algeria              | 1003.5
12.08.2019   | Angola               | 1349.4
12.08.2019   | Congo                | 345.2
12.08.2019   | Equatorial Guinea    | 138.5
12.08.2019   | Gabon                | 174.0
12.08.2019   | IR Iran              | 2279.7
12.08.2019   | Iraq                 | 4522.0
12.08.2019   | Kuwait               | 2651.7
12.08.2019   | Libya                | 1142.2
12.08.2019   | Nigeria              | 1739.7
12.08.2019   | United Arab Emirates | 3056.8
12.08.2019   | Venezuela            | 971.3
12.08.2020   | Algeria              | 970.3
12.08.2020   | Angola               | 1240.1
12.08.2020   | Congo                | 247.3
12.08.2020   | Equatorial Guinea    | 109.1
12.08.2020   | Gabon                | 181.3
12.08.2020   | IR Iran              | 1918.0
12.08.2020   | Iraq                 | 4035.0
12.08.2020   | Kuwait               | 2391.4
12.08.2020   | Libya                | 414.5
12.08.2020   | Nigeria              | 1465.2
12.08.2020   | United Arab Emirates | 2726.4
12.08.2020   | Venezuela            | 594.4
12.08.2021   | Algeria              | 915.8
12.08.2021   | Angola               | 1131.9
12.08.2021   | Congo                | 263.0
12.08.2021   | Equatorial Guinea    | 206.0
12.08.2021   | Gabon                | 105.5
12.08.2021   | IR Iran              | 2399.5
12.08.2021   | Iraq                 | 3920.7
12.08.2021   | Kuwait               | 2322.8
12.08.2021   | Libya                | 1230.0
12.08.2021   | Nigeria              | 1273.6
12.08.2021   | United Arab Emirates | 2673.8
12.08.2021   | Venezuela            | 695.3
12.08.2022   | Algeria              | 1105.2
12.08.2022   | Angola               | 1058.3
12.08.2022   | Congo                | 264.8
12.08.2022   | Equatorial Guinea    | 96.6
12.08.2022   | Gabon                | 223.7
12.08.2022   | IR Iran              | 2537.6
12.08.2022   | Iraq                 | 4426.7
12.08.2022   | Kuwait               | 2698.8
12.08.2022   | Libya                | 999.0
12.08.2022   | Nigeria              | 1208.1
12.08.2022   | United Arab Emirates | 3015.4
12.08.2022   | Venezuela            | 690.1
12.09.2006   | Algeria              | 1373.3
12.09.2006   | Angola               | 1349.2
12.09.2006   | Congo                | 307.6
12.09.2006   | Equatorial Guinea    | 322.0
12.09.2006   | Gabon                | 236.2
12.09.2006   | IR Iran              | 4064.5
12.09.2006   | Iraq                 | 1926.6
12.09.2006   | Kuwait               | 2624.4
12.09.2006   | Libya                | 1738.4
12.09.2006   | Nigeria              | 2192.3
12.09.2006   | United Arab Emirates | 2525.2
12.09.2006   | Venezuela            | 3066.5
12.09.2007   | Algeria              | 1417.3
12.09.2007   | Angola               | 1740.3
12.09.2007   | Congo                | 208.2
12.09.2007   | Equatorial Guinea    | 274.0
12.09.2007   | Gabon                | 240.2
12.09.2007   | IR Iran              | 3989.8
12.09.2007   | Iraq                 | 2009.0
12.09.2007   | Kuwait               | 2559.4
12.09.2007   | Libya                | 1620.8
12.09.2007   | Nigeria              | 2047.6
12.09.2007   | United Arab Emirates | 2515.2
12.09.2007   | Venezuela            | 2991.7
12.09.2008   | Algeria              | 1419.0
12.09.2008   | Angola               | 1903.1
12.09.2008   | Congo                | 223.1
12.09.2008   | Equatorial Guinea    | 424.0
12.09.2008   | Gabon                | 268.9
12.09.2008   | IR Iran              | 4077.2
12.09.2008   | Iraq                 | 2269.8
12.09.2008   | Kuwait               | 2692.7
12.09.2008   | Libya                | 1781.2
12.09.2008   | Nigeria              | 1949.5
12.09.2008   | United Arab Emirates | 2647.3
12.09.2008   | Venezuela            | 2902.5
12.09.2011   | Algeria              | 1244.2
12.09.2011   | Angola               | 1600.2
12.09.2011   | Congo                | 283.9
12.09.2011   | Equatorial Guinea    | 254.8
12.09.2011   | Gabon                | 262.7
12.09.2011   | IR Iran              | 3582.3
12.09.2011   | Iraq                 | 2667.3
12.09.2011   | Kuwait               | 2769.5
12.09.2011   | Libya                | 477.9
12.09.2011   | Nigeria              | 1934.2
12.09.2011   | United Arab Emirates | 2581.2
12.09.2011   | Venezuela            | 2875.0
12.09.2012   | Algeria              | 1267.4
12.09.2012   | Angola               | 1640.1
12.09.2012   | Congo                | 230.4
12.09.2012   | Equatorial Guinea    | 220.2
12.09.2012   | Gabon                | 284.9
12.09.2012   | IR Iran              | 3734.7
12.09.2012   | Iraq                 | 3044.2
12.09.2012   | Kuwait               | 2978.4
12.09.2012   | Libya                | 1457.5
12.09.2012   | Nigeria              | 1956.2
12.09.2012   | United Arab Emirates | 2661.4
12.09.2012   | Venezuela            | 2814.2
12.09.2013   | Algeria              | 1221.4
12.09.2013   | Angola               | 1715.0
12.09.2013   | Congo                | 281.6
12.09.2013   | Equatorial Guinea    | 229.9
12.09.2013   | Gabon                | 203.5
12.09.2013   | IR Iran              | 3562.8
12.09.2013   | Iraq                 | 3000.3
12.09.2013   | Kuwait               | 2881.4
12.09.2013   | Libya                | 968.2
12.09.2013   | Nigeria              | 1793.8
12.09.2013   | United Arab Emirates | 2798.0
12.09.2013   | Venezuela            | 2824.8
12.09.2014   | Algeria              | 1259.6
12.09.2014   | Angola               | 1586.6
12.09.2014   | Congo                | 201.2
12.09.2014   | Equatorial Guinea    | 164.4
12.09.2014   | Gabon                | 282.2
12.09.2014   | IR Iran              | 3216.5
12.09.2014   | Iraq                 | 3222.4
12.09.2014   | Kuwait               | 2896.5
12.09.2014   | Libya                | 542.6
12.09.2014   | Nigeria              | 1831.2
12.09.2014   | United Arab Emirates | 2753.7
12.09.2014   | Venezuela            | 2600.6
12.09.2016   | Algeria              | 1152.7
12.09.2016   | Angola               | 1662.8
12.09.2016   | Congo                | 181.4
12.09.2016   | Equatorial Guinea    | 81.9
12.09.2016   | Gabon                | 345.1
12.09.2016   | IR Iran              | 3671.2
12.09.2016   | Iraq                 | 4701.0
12.09.2016   | Kuwait               | 2988.7
12.09.2016   | Libya                | 366.4
12.09.2016   | Nigeria              | 1446.4
12.09.2016   | United Arab Emirates | 3053.6
12.09.2016   | Venezuela            | 2329.8
12.09.2017   | Algeria              | 1082.9
12.09.2017   | Angola               | 1721.1
12.09.2017   | Congo                | 288.2
12.09.2017   | Equatorial Guinea    | 171.4
12.09.2017   | Gabon                | 184.9
12.09.2017   | IR Iran              | 3912.1
12.09.2017   | Iraq                 | 4447.0
12.09.2017   | Kuwait               | 2784.4
12.09.2017   | Libya                | 829.0
12.09.2017   | Nigeria              | 1566.5
12.09.2017   | United Arab Emirates | 2882.4
12.09.2017   | Venezuela            | 2010.5
12.09.2018   | Algeria              | 1037.9
12.09.2018   | Angola               | 1425.2
12.09.2018   | Congo                | 306.6
12.09.2018   | Equatorial Guinea    | 24.4
12.09.2018   | Gabon                | 259.6
12.09.2018   | IR Iran              | 3576.4
12.09.2018   | Iraq                 | 4349.6
12.09.2018   | Kuwait               | 2757.7
12.09.2018   | Libya                | 900.4
12.09.2018   | Nigeria              | 1690.0
12.09.2018   | United Arab Emirates | 2995.4
12.09.2018   | Venezuela            | 1564.5
12.09.2019   | Algeria              | 998.5
12.09.2019   | Angola               | 1234.3
12.09.2019   | Congo                | 348.5
12.09.2019   | Equatorial Guinea    | -10.6
12.09.2019   | Gabon                | 161.2
12.09.2019   | IR Iran              | 2375.2
12.09.2019   | Iraq                 | 4630.4
12.09.2019   | Kuwait               | 2696.9
12.09.2019   | Libya                | 1169.6
12.09.2019   | Nigeria              | 1690.1
12.09.2019   | United Arab Emirates | 2979.9
12.09.2019   | Venezuela            | 1098.1
12.09.2022   | Algeria              | 1029.6
12.09.2022   | Angola               | 1112.9
12.09.2022   | Congo                | 300.5
12.09.2022   | Equatorial Guinea    | 109.6
12.09.2022   | Gabon                | 211.9
12.09.2022   | IR Iran              | 2560.2
12.09.2022   | Iraq                 | 4460.5
12.09.2022   | Kuwait               | 2736.2
12.09.2022   | Libya                | 976.8
12.09.2022   | Nigeria              | 1154.3
12.09.2022   | United Arab Emirates | 3049.1
12.09.2022   | Venezuela            | 593.5
12.10.2006   | Algeria              | 1401.3
12.10.2006   | Angola               | 1381.4
12.10.2006   | Congo                | 274.2
12.10.2006   | Equatorial Guinea    | 372.3
12.10.2006   | Gabon                | 215.1
12.10.2006   | IR Iran              | 4091.8
12.10.2006   | Iraq                 | 1946.4
12.10.2006   | Kuwait               | 2680.0
12.10.2006   | Libya                | 1858.9
12.10.2006   | Nigeria              | 2241.6
12.10.2006   | United Arab Emirates | 2536.4
12.10.2006   | Venezuela            | 3000.2
12.10.2007   | Algeria              | 1455.4
12.10.2007   | Angola               | 1714.9
12.10.2007   | Congo                | 72.0
12.10.2007   | Equatorial Guinea    | 313.1
12.10.2007   | Gabon                | 272.2
12.10.2007   | IR Iran              | 4000.2
12.10.2007   | Iraq                 | 1957.0
12.10.2007   | Kuwait               | 2573.4
12.10.2007   | Libya                | 1633.8
12.10.2007   | Nigeria              | 2058.4
12.10.2007   | United Arab Emirates | 2526.5
12.10.2007   | Venezuela            | 3009.8
12.10.2009   | Algeria              | 1235.1
12.10.2009   | Angola               | 1730.3
12.10.2009   | Congo                | 221.0
12.10.2009   | Equatorial Guinea    | 293.3
12.10.2009   | Gabon                | 210.7
12.10.2009   | IR Iran              | 3440.1
12.10.2009   | Iraq                 | 2299.7
12.10.2009   | Kuwait               | 2317.7
12.10.2009   | Libya                | 1444.5
12.10.2009   | Nigeria              | 1863.8
12.10.2009   | United Arab Emirates | 2317.9
12.10.2009   | Venezuela            | 2788.0
12.10.2010   | Algeria              | 1250.2
12.10.2010   | Angola               | 1798.0
12.10.2010   | Congo                | 362.1
12.10.2010   | Equatorial Guinea    | 221.4
12.10.2010   | Gabon                | 214.5
12.10.2010   | IR Iran              | 3507.4
12.10.2010   | Iraq                 | 2360.2
12.10.2010   | Kuwait               | 2317.8
12.10.2010   | Libya                | 1503.4
12.10.2010   | Nigeria              | 2072.5
12.10.2010   | United Arab Emirates | 2337.8
12.10.2010   | Venezuela            | 2789.0
12.10.2011   | Algeria              | 1164.7
12.10.2011   | Angola               | 1694.6
12.10.2011   | Congo                | 309.4
12.10.2011   | Equatorial Guinea    | 168.9
12.10.2011   | Gabon                | 241.9
12.10.2011   | IR Iran              | 3583.0
12.10.2011   | Iraq                 | 2570.1
12.10.2011   | Kuwait               | 2657.6
12.10.2011   | Libya                | 488.1
12.10.2011   | Nigeria              | 1932.2
12.10.2011   | United Arab Emirates | 2584.8
12.10.2011   | Venezuela            | 2837.0
12.10.2012   | Algeria              | 1196.8
12.10.2012   | Angola               | 1707.3
12.10.2012   | Congo                | 250.5
12.10.2012   | Equatorial Guinea    | 272.5
12.10.2012   | Gabon                | 170.8
12.10.2012   | IR Iran              | 3755.1
12.10.2012   | Iraq                 | 2905.4
12.10.2012   | Kuwait               | 3064.5
12.10.2012   | Libya                | 1462.0
12.10.2012   | Nigeria              | 1963.6
12.10.2012   | United Arab Emirates | 2716.5
12.10.2012   | Venezuela            | 2851.7
12.10.2015   | Algeria              | 1050.9
12.10.2015   | Angola               | 1794.5
12.10.2015   | Congo                | 234.1
12.10.2015   | Equatorial Guinea    | 167.5
12.10.2015   | Gabon                | 256.8
12.10.2015   | IR Iran              | 3165.8
12.10.2015   | Iraq                 | 3546.5
12.10.2015   | Kuwait               | 2878.7
12.10.2015   | Libya                | 386.6
12.10.2015   | Nigeria              | 1779.5
12.10.2015   | United Arab Emirates | 3025.0
12.10.2015   | Venezuela            | 2643.8
12.10.2016   | Algeria              | 1131.6
12.10.2016   | Angola               | 1759.1
12.10.2016   | Congo                | 216.7
12.10.2016   | Equatorial Guinea    | 61.0
12.10.2016   | Gabon                | 200.2
12.10.2016   | IR Iran              | 3692.8
12.10.2016   | Iraq                 | 4645.8
12.10.2016   | Kuwait               | 2995.9
12.10.2016   | Libya                | 327.5
12.10.2016   | Nigeria              | 1447.6
12.10.2016   | United Arab Emirates | 3051.8
12.10.2016   | Venezuela            | 2352.6
12.10.2017   | Algeria              | 1027.0
12.10.2017   | Angola               | 1672.1
12.10.2017   | Congo                | 164.0
12.10.2017   | Equatorial Guinea    | 162.0
12.10.2017   | Gabon                | 229.7
12.10.2017   | IR Iran              | 3829.3
12.10.2017   | Iraq                 | 4526.3
12.10.2017   | Kuwait               | 2714.9
12.10.2017   | Libya                | 787.9
12.10.2017   | Nigeria              | 1493.2
12.10.2017   | United Arab Emirates | 2952.4
12.10.2017   | Venezuela            | 1961.1
12.10.2018   | Algeria              | 993.2
12.10.2018   | Angola               | 1501.6
12.10.2018   | Congo                | 317.1
12.10.2018   | Equatorial Guinea    | 79.3
12.10.2018   | Gabon                | 279.3
12.10.2018   | IR Iran              | 3506.8
12.10.2018   | Iraq                 | 4456.0
12.10.2018   | Kuwait               | 2778.9
12.10.2018   | Libya                | 988.5
12.10.2018   | Nigeria              | 1614.0
12.10.2018   | United Arab Emirates | 3060.4
12.10.2018   | Venezuela            | 1536.0
12.10.2020   | Algeria              | 923.0
12.10.2020   | Angola               | 1222.8
12.10.2020   | Congo                | 350.0
12.10.2020   | Equatorial Guinea    | 65.3
12.10.2020   | Gabon                | 216.3
12.10.2020   | IR Iran              | 1964.2
12.10.2020   | Iraq                 | 3965.5
12.10.2020   | Kuwait               | 2440.0
12.10.2020   | Libya                | 473.9
12.10.2020   | Nigeria              | 1590.3
12.10.2020   | United Arab Emirates | 2845.9
12.10.2020   | Venezuela            | 534.2
12.10.2021   | Algeria              | 989.8
12.10.2021   | Angola               | 1085.0
12.10.2021   | Congo                | 277.2
12.10.2021   | Equatorial Guinea    | 61.4
12.10.2021   | Gabon                | 226.3
12.10.2021   | IR Iran              | 2392.5
12.10.2021   | Iraq                 | 3919.0
12.10.2021   | Kuwait               | 2504.4
12.10.2021   | Libya                | 1284.4
12.10.2021   | Nigeria              | 1374.6
12.10.2021   | United Arab Emirates | 2598.4
12.10.2021   | Venezuela            | 595.2
12.10.2022   | Algeria              | 1072.2
12.10.2022   | Angola               | 1085.5
12.10.2022   | Congo                | 125.0
12.10.2022   | Equatorial Guinea    | 140.1
12.10.2022   | Gabon                | 83.9
12.10.2022   | IR Iran              | 2507.9
12.10.2022   | Iraq                 | 4498.9
12.10.2022   | Kuwait               | 2729.2
12.10.2022   | Libya                | 945.3
12.10.2022   | Nigeria              | 1125.4
12.10.2022   | United Arab Emirates | 2978.7
12.10.2022   | Venezuela            | 665.1
12.11.2007   | Algeria              | 1321.8
12.11.2007   | Angola               | 1719.0
12.11.2007   | Congo                | 175.5
12.11.2007   | Equatorial Guinea    | 313.6
12.11.2007   | Gabon                | 320.2
12.11.2007   | IR Iran              | 3992.6
12.11.2007   | Iraq                 | 1977.5
12.11.2007   | Kuwait               | 2596.9
12.11.2007   | Libya                | 1628.8
12.11.2007   | Nigeria              | 2093.9
12.11.2007   | United Arab Emirates | 2561.9
12.11.2007   | Venezuela            | 2943.1
12.11.2008   | Algeria              | 1390.7
12.11.2008   | Angola               | 1915.7
12.11.2008   | Congo                | 363.2
12.11.2008   | Equatorial Guinea    | 258.4
12.11.2008   | Gabon                | 208.4
12.11.2008   | IR Iran              | 4147.6
12.11.2008   | Iraq                 | 2282.8
12.11.2008   | Kuwait               | 2657.8
12.11.2008   | Libya                | 1730.3
12.11.2008   | Nigeria              | 2062.2
12.11.2008   | United Arab Emirates | 2608.1
12.11.2008   | Venezuela            | 2950.3
12.11.2009   | Algeria              | 1204.4
12.11.2009   | Angola               | 1793.4
12.11.2009   | Congo                | 223.1
12.11.2009   | Equatorial Guinea    | 387.8
12.11.2009   | Gabon                | 228.5
12.11.2009   | IR Iran              | 3460.0
12.11.2009   | Iraq                 | 2376.9
12.11.2009   | Kuwait               | 2251.4
12.11.2009   | Libya                | 1442.1
12.11.2009   | Nigeria              | 1830.6
12.11.2009   | United Arab Emirates | 2200.7
12.11.2009   | Venezuela            | 2857.4
12.11.2010   | Algeria              | 1159.1
12.11.2010   | Angola               | 1770.3
12.11.2010   | Congo                | 313.6
12.11.2010   | Equatorial Guinea    | 184.5
12.11.2010   | Gabon                | 193.5
12.11.2010   | IR Iran              | 3497.8
12.11.2010   | Iraq                 | 2460.6
12.11.2010   | Kuwait               | 2316.3
12.11.2010   | Libya                | 1477.1
12.11.2010   | Nigeria              | 2066.3
12.11.2010   | United Arab Emirates | 2330.9
12.11.2010   | Venezuela            | 2895.9
12.11.2012   | Algeria              | 1165.1
12.11.2012   | Angola               | 1693.3
12.11.2012   | Congo                | 187.7
12.11.2012   | Equatorial Guinea    | 233.2
12.11.2012   | Gabon                | 290.9
12.11.2012   | IR Iran              | 3743.6
12.11.2012   | Iraq                 | 2912.1
12.11.2012   | Kuwait               | 2945.8
12.11.2012   | Libya                | 1459.5
12.11.2012   | Nigeria              | 1902.7
12.11.2012   | United Arab Emirates | 2623.9
12.11.2012   | Venezuela            | 2758.2
12.11.2013   | Algeria              | 1278.5
12.11.2013   | Angola               | 1618.4
12.11.2013   | Congo                | 252.1
12.11.2013   | Equatorial Guinea    | 179.0
12.11.2013   | Gabon                | 272.5
12.11.2013   | IR Iran              | 3617.6
12.11.2013   | Iraq                 | 2928.9
12.11.2013   | Kuwait               | 2892.3
12.11.2013   | Libya                | 980.0
12.11.2013   | Nigeria              | 1773.9
12.11.2013   | United Arab Emirates | 2864.9
12.11.2013   | Venezuela            | 2792.4
12.11.2014   | Algeria              | 1150.0
12.11.2014   | Angola               | 1651.8
12.11.2014   | Congo                | 335.2
12.11.2014   | Equatorial Guinea    | 160.0
12.11.2014   | Gabon                | 256.0
12.11.2014   | IR Iran              | 3143.7
12.11.2014   | Iraq                 | 3119.1
12.11.2014   | Kuwait               | 2794.7
12.11.2014   | Libya                | 505.9
12.11.2014   | Nigeria              | 1864.8
12.11.2014   | United Arab Emirates | 2780.8
12.11.2014   | Venezuela            | 2666.7
12.11.2015   | Algeria              | 1012.8
12.11.2015   | Angola               | 1720.3
12.11.2015   | Congo                | 163.1
12.11.2015   | Equatorial Guinea    | 234.8
12.11.2015   | Gabon                | 232.5
12.11.2015   | IR Iran              | 3155.3
12.11.2015   | Iraq                 | 3574.8
12.11.2015   | Kuwait               | 2872.7
12.11.2015   | Libya                | 431.6
12.11.2015   | Nigeria              | 1718.2
12.11.2015   | United Arab Emirates | 3008.8
12.11.2015   | Venezuela            | 2636.5
12.11.2018   | Algeria              | 1021.5
12.11.2018   | Angola               | 1482.6
12.11.2018   | Congo                | 337.2
12.11.2018   | Equatorial Guinea    | 171.9
12.11.2018   | Gabon                | 243.2
12.11.2018   | IR Iran              | 3552.5
12.11.2018   | Iraq                 | 4373.6
12.11.2018   | Kuwait               | 2697.2
12.11.2018   | Libya                | 947.4
12.11.2018   | Nigeria              | 1632.1
12.11.2018   | United Arab Emirates | 3093.7
12.11.2018   | Venezuela            | 1549.4
12.11.2019   | Algeria              | 1032.6
12.11.2019   | Angola               | 1360.1
12.11.2019   | Congo                | 339.6
12.11.2019   | Equatorial Guinea    | 101.7
12.11.2019   | Gabon                | 359.6
12.11.2019   | IR Iran              | 2409.3
12.11.2019   | Iraq                 | 4537.9
12.11.2019   | Kuwait               | 2679.3
12.11.2019   | Libya                | 1074.5
12.11.2019   | Nigeria              | 1793.6
12.11.2019   | United Arab Emirates | 3044.2
12.11.2019   | Venezuela            | 1039.8
12.11.2020   | Algeria              | 919.1
12.11.2020   | Angola               | 1281.8
12.11.2020   | Congo                | 342.1
12.11.2020   | Equatorial Guinea    | 131.5
