Дата         | Страна               | Среднедневная добыча за год (1000 бар/д)
15.05.2008   | Algeria              | 1356.0
15.05.2008   | Angola               | 1896.343
15.05.2008   | Congo                | 244.367
15.05.2008   | Equatorial Guinea    | 302.162
15.05.2008   | Gabon                | 228.279
15.05.2008   | IR Iran              | 4055.672
15.05.2008   | Iraq                 | 2280.538
15.05.2008   | Kuwait               | 2676.01
15.05.2008   | Libya                | 1721.484
15.05.2008   | Nigeria              | 2017.366
15.05.2008   | United Arab Emirates | 2572.2
15.05.2008   | Venezuela            | 2957.536
15.05.2009   | Algeria              | 1216.0
15.05.2009   | Angola               | 1738.884
15.05.2009   | Congo                | 271.763
15.05.2009   | Equatorial Guinea    | 262.488
15.05.2009   | Gabon                | 228.258
15.05.2009   | IR Iran              | 3557.083
15.05.2009   | Iraq                 | 2336.181
15.05.2009   | Kuwait               | 2261.61
15.05.2009   | Libya                | 1473.937
15.05.2009   | Nigeria              | 1841.984
15.05.2009   | United Arab Emirates | 2241.638
15.05.2009   | Venezuela            | 2878.06
15.05.2012   | Algeria              | 1199.795
15.05.2012   | Angola               | 1704.001
15.05.2012   | Congo                | 262.87
15.05.2012   | Equatorial Guinea    | 247.143
15.05.2012   | Gabon                | 227.255
15.05.2012   | IR Iran              | 3739.751
15.05.2012   | Iraq                 | 2942.407
15.05.2012   | Kuwait               | 2977.56
15.05.2012   | Libya                | 1449.994
15.05.2012   | Nigeria              | 1954.074
15.05.2012   | United Arab Emirates | 2653.0
15.05.2012   | Venezuela            | 2803.93
15.05.2013   | Algeria              | 1202.614
15.05.2013   | Angola               | 1701.203
15.05.2013   | Congo                | 239.789
15.05.2013   | Equatorial Guinea    | 211.19
15.05.2013   | Gabon                | 220.247
15.05.2013   | IR Iran              | 3575.342
15.05.2013   | Iraq                 | 2979.616
15.05.2013   | Kuwait               | 2924.65
15.05.2013   | Libya                | 993.346
15.05.2013   | Nigeria              | 1753.717
15.05.2013   | United Arab Emirates | 2796.534
15.05.2013   | Venezuela            | 2789.486
15.05.2014   | Algeria              | 1192.833
15.05.2014   | Angola               | 1653.688
15.05.2014   | Congo                | 241.459
15.05.2014   | Equatorial Guinea    | 201.498
15.05.2014   | Gabon                | 214.913
15.05.2014   | IR Iran              | 3117.082
15.05.2014   | Iraq                 | 3110.471
15.05.2014   | Kuwait               | 2866.78
15.05.2014   | Libya                | 479.899
15.05.2014   | Nigeria              | 1807.047
15.05.2014   | United Arab Emirates | 2794.0
15.05.2014   | Venezuela            | 2682.633
15.05.2015   | Algeria              | 1157.082
15.05.2015   | Angola               | 1767.068
15.05.2015   | Congo                | 234.136
15.05.2015   | Equatorial Guinea    | 186.789
15.05.2015   | Gabon                | 218.312
15.05.2015   | IR Iran              | 3151.644
15.05.2015   | Iraq                 | 3504.137
15.05.2015   | Kuwait               | 2858.685
15.05.2015   | Libya                | 400.31
15.05.2015   | Nigeria              | 1748.191
15.05.2015   | United Arab Emirates | 2988.885
15.05.2015   | Venezuela            | 2653.871
15.05.2017   | Algeria              | 1058.693
15.05.2017   | Angola               | 1632.238
15.05.2017   | Congo                | 262.73
15.05.2017   | Equatorial Guinea    | 128.6
15.05.2017   | Gabon                | 210.066
15.05.2017   | IR Iran              | 3867.315
15.05.2017   | Iraq                 | 4468.663
15.05.2017   | Kuwait               | 2704.236
15.05.2017   | Libya                | 807.594
15.05.2017   | Nigeria              | 1535.639
15.05.2017   | United Arab Emirates | 2966.526
15.05.2017   | Venezuela            | 2034.802
15.05.2018   | Algeria              | 1040.102
15.05.2018   | Angola               | 1473.267
15.05.2018   | Congo                | 323.466
15.05.2018   | Equatorial Guinea    | 120.179
15.05.2018   | Gabon                | 193.447
15.05.2018   | IR Iran              | 3535.865
15.05.2018   | Iraq                 | 4410.0
15.05.2018   | Kuwait               | 2736.603
15.05.2018   | Libya                | 946.219
15.05.2018   | Nigeria              | 1601.61
15.05.2018   | United Arab Emirates | 3008.342
15.05.2018   | Venezuela            | 1510.2
15.05.2019   | Algeria              | 1023.2
15.05.2019   | Angola               | 1372.848
15.05.2019   | Congo                | 329.197
15.05.2019   | Equatorial Guinea    | 109.583
15.05.2019   | Gabon                | 217.831
15.05.2019   | IR Iran              | 2362.446
15.05.2019   | Iraq                 | 4576.14
15.05.2019   | Kuwait               | 2677.655
15.05.2019   | Libya                | 1090.806
15.05.2019   | Nigeria              | 1737.407
15.05.2019   | United Arab Emirates | 3057.899
15.05.2019   | Venezuela            | 1012.605
15.05.2020   | Algeria              | 898.738
15.05.2020   | Angola               | 1271.46
15.05.2020   | Congo                | 299.936
15.05.2020   | Equatorial Guinea    | 113.575
15.05.2020   | Gabon                | 207.419
15.05.2020   | IR Iran              | 1990.624
15.05.2020   | Iraq                 | 3996.617
15.05.2020   | Kuwait               | 2438.003
15.05.2020   | Libya                | 389.334
15.05.2020   | Nigeria              | 1493.226
15.05.2020   | United Arab Emirates | 2778.552
15.05.2020   | Venezuela            | 568.571
15.06.2006   | Algeria              | 1368.83
15.06.2006   | Angola               | 1384.6
15.06.2006   | Congo                | 260.388
15.06.2006   | Equatorial Guinea    | 281.781
15.06.2006   | Gabon                | 227.714
15.06.2006   | IR Iran              | 4072.6
15.06.2006   | Iraq                 | 1957.224687843193
15.06.2006   | Kuwait               | 2664.5
15.06.2006   | Libya                | 1751.186
15.06.2006   | Nigeria              | 2233.884
15.06.2006   | United Arab Emirates | 2568.0
15.06.2006   | Venezuela            | 3035.6
15.06.2007   | Algeria              | 1371.6
15.06.2007   | Angola               | 1694.6
15.06.2007   | Congo                | 219.46
15.06.2007   | Equatorial Guinea    | 296.237
15.06.2007   | Gabon                | 232.467
15.06.2007   | IR Iran              | 4030.7
15.06.2007   | Iraq                 | 2035.244
15.06.2007   | Kuwait               | 2574.5
15.06.2007   | Libya                | 1673.9
15.06.2007   | Nigeria              | 2059.262
15.06.2007   | United Arab Emirates | 2529.0
15.06.2007   | Venezuela            | 2981.923
15.06.2009   | Algeria              | 1216.0
15.06.2009   | Angola               | 1738.884
15.06.2009   | Congo                | 271.763
15.06.2009   | Equatorial Guinea    | 262.488
15.06.2009   | Gabon                | 228.258
15.06.2009   | IR Iran              | 3557.083
15.06.2009   | Iraq                 | 2336.181
15.06.2009   | Kuwait               | 2261.61
15.06.2009   | Libya                | 1473.937
15.06.2009   | Nigeria              | 1841.984
15.06.2009   | United Arab Emirates | 2241.638
15.06.2009   | Venezuela            | 2878.06
15.06.2010   | Algeria              | 1189.839
15.06.2010   | Angola               | 1757.6
15.06.2010   | Congo                | 308.146
15.06.2010   | Equatorial Guinea    | 240.972
15.06.2010   | Gabon                | 241.114
15.06.2010   | IR Iran              | 3544.0
15.06.2010   | Iraq                 | 2358.074
15.06.2010   | Kuwait               | 2312.12
15.06.2010   | Libya                | 1486.605
15.06.2010   | Nigeria              | 2048.269
15.06.2010   | United Arab Emirates | 2323.829
15.06.2010   | Venezuela            | 2853.638
15.06.2011   | Algeria              | 1161.608
15.06.2011   | Angola               | 1618.047
15.06.2011   | Congo                | 289.431
15.06.2011   | Equatorial Guinea    | 228.805
15.06.2011   | Gabon                | 241.32
15.06.2011   | IR Iran              | 3576.0
15.06.2011   | Iraq                 | 2652.625
15.06.2011   | Kuwait               | 2658.69
15.06.2011   | Libya                | 489.456
15.06.2011   | Nigeria              | 1974.808
15.06.2011   | United Arab Emirates | 2564.17
15.06.2011   | Venezuela            | 2880.907
15.06.2012   | Algeria              | 1199.795
15.06.2012   | Angola               | 1704.001
15.06.2012   | Congo                | 262.87
15.06.2012   | Equatorial Guinea    | 247.143
15.06.2012   | Gabon                | 227.255
15.06.2012   | IR Iran              | 3739.751
15.06.2012   | Iraq                 | 2942.407
15.06.2012   | Kuwait               | 2977.56
15.06.2012   | Libya                | 1449.994
15.06.2012   | Nigeria              | 1954.074
15.06.2012   | United Arab Emirates | 2653.0
15.06.2012   | Venezuela            | 2803.93
15.06.2015   | Algeria              | 1157.082
15.06.2015   | Angola               | 1767.068
15.06.2015   | Congo                | 234.136
15.06.2015   | Equatorial Guinea    | 186.789
15.06.2015   | Gabon                | 218.312
15.06.2015   | IR Iran              | 3151.644
15.06.2015   | Iraq                 | 3504.137
15.06.2015   | Kuwait               | 2858.685
15.06.2015   | Libya                | 400.31
15.06.2015   | Nigeria              | 1748.191
15.06.2015   | United Arab Emirates | 2988.885
15.06.2015   | Venezuela            | 2653.871
15.06.2016   | Algeria              | 1146.295
15.06.2016   | Angola               | 1721.62
15.06.2016   | Congo                | 225.008
15.06.2016   | Equatorial Guinea    | 163.205
15.06.2016   | Gabon                | 220.693
15.06.2016   | IR Iran              | 3651.298
15.06.2016   | Iraq                 | 4647.795
15.06.2016   | Kuwait               | 2954.265
15.06.2016   | Libya                | 388.945
15.06.2016   | Nigeria              | 1427.262
15.06.2016   | United Arab Emirates | 3088.284
15.06.2016   | Venezuela            | 2372.503
15.06.2017   | Algeria              | 1058.693
15.06.2017   | Angola               | 1632.238
15.06.2017   | Congo                | 262.73
15.06.2017   | Equatorial Guinea    | 128.6
15.06.2017   | Gabon                | 210.066
15.06.2017   | IR Iran              | 3867.315
15.06.2017   | Iraq                 | 4468.663
15.06.2017   | Kuwait               | 2704.236
15.06.2017   | Libya                | 807.594
15.06.2017   | Nigeria              | 1535.639
15.06.2017   | United Arab Emirates | 2966.526
15.06.2017   | Venezuela            | 2034.802
15.06.2018   | Algeria              | 1040.102
15.06.2018   | Angola               | 1473.267
15.06.2018   | Congo                | 323.466
15.06.2018   | Equatorial Guinea    | 120.179
15.06.2018   | Gabon                | 193.447
15.06.2018   | IR Iran              | 3535.865
15.06.2018   | Iraq                 | 4410.0
15.06.2018   | Kuwait               | 2736.603
15.06.2018   | Libya                | 946.219
15.06.2018   | Nigeria              | 1601.61
15.06.2018   | United Arab Emirates | 3008.342
15.06.2018   | Venezuela            | 1510.2
15.06.2020   | Algeria              | 898.738
15.06.2020   | Angola               | 1271.46
15.06.2020   | Congo                | 299.936
15.06.2020   | Equatorial Guinea    | 113.575
15.06.2020   | Gabon                | 207.419
15.06.2020   | IR Iran              | 1990.624
15.06.2020   | Iraq                 | 3996.617
15.06.2020   | Kuwait               | 2438.003
15.06.2020   | Libya                | 389.334
15.06.2020   | Nigeria              | 1493.226
15.06.2020   | United Arab Emirates | 2778.552
15.06.2020   | Venezuela            | 568.571
15.06.2021   | Algeria              | 910.877
15.06.2021   | Angola               | 1124.457
15.06.2021   | Congo                | 266.646
15.06.2021   | Equatorial Guinea    | 93.32
15.06.2021   | Gabon                | 181.168
15.06.2021   | IR Iran              | 2392.117
15.06.2021   | Iraq                 | 3971.367
15.06.2021   | Kuwait               | 2414.956
15.06.2021   | Libya                | 1207.091
15.06.2021   | Nigeria              | 1322.759
15.06.2021   | United Arab Emirates | 2717.603
15.06.2021   | Venezuela            | 636.0
15.06.2022   | Algeria              | 1020.258
15.06.2022   | Angola               | 1136.711
15.06.2022   | Congo                | 261.604
15.06.2022   | Equatorial Guinea    | 81.295
15.06.2022   | Gabon                | 190.547
15.06.2022   | IR Iran              | 2554.267
15.06.2022   | Iraq                 | 4452.528
15.06.2022   | Kuwait               | 2707.038
15.06.2022   | Libya                | 981.282
15.06.2022   | Nigeria              | 1137.913
15.06.2022   | United Arab Emirates | 3064.181
15.06.2022   | Venezuela            | 716.395
15.07.2008   | Algeria              | 1356.0
15.07.2008   | Angola               | 1896.343
15.07.2008   | Congo                | 244.367
15.07.2008   | Equatorial Guinea    | 302.162
15.07.2008   | Gabon                | 228.279
15.07.2008   | IR Iran              | 4055.672
15.07.2008   | Iraq                 | 2280.538
15.07.2008   | Kuwait               | 2676.01
15.07.2008   | Libya                | 1721.484
15.07.2008   | Nigeria              | 2017.366
15.07.2008   | United Arab Emirates | 2572.2
15.07.2008   | Venezuela            | 2957.536
15.07.2009   | Algeria              | 1216.0
15.07.2009   | Angola               | 1738.884
15.07.2009   | Congo                | 271.763
15.07.2009   | Equatorial Guinea    | 262.488
15.07.2009   | Gabon                | 228.258
15.07.2009   | IR Iran              | 3557.083
15.07.2009   | Iraq                 | 2336.181
15.07.2009   | Kuwait               | 2261.61
15.07.2009   | Libya                | 1473.937
15.07.2009   | Nigeria              | 1841.984
15.07.2009   | United Arab Emirates | 2241.638
15.07.2009   | Venezuela            | 2878.06
15.07.2010   | Algeria              | 1189.839
15.07.2010   | Angola               | 1757.6
15.07.2010   | Congo                | 308.146
15.07.2010   | Equatorial Guinea    | 240.972
15.07.2010   | Gabon                | 241.114
15.07.2010   | IR Iran              | 3544.0
15.07.2010   | Iraq                 | 2358.074
15.07.2010   | Kuwait               | 2312.12
15.07.2010   | Libya                | 1486.605
15.07.2010   | Nigeria              | 2048.269
15.07.2010   | United Arab Emirates | 2323.829
15.07.2010   | Venezuela            | 2853.638
15.07.2011   | Algeria              | 1161.608
15.07.2011   | Angola               | 1618.047
15.07.2011   | Congo                | 289.431
15.07.2011   | Equatorial Guinea    | 228.805
15.07.2011   | Gabon                | 241.32
15.07.2011   | IR Iran              | 3576.0
15.07.2011   | Iraq                 | 2652.625
15.07.2011   | Kuwait               | 2658.69
15.07.2011   | Libya                | 489.456
15.07.2011   | Nigeria              | 1974.808
15.07.2011   | United Arab Emirates | 2564.17
15.07.2011   | Venezuela            | 2880.907
15.07.2013   | Algeria              | 1202.614
15.07.2013   | Angola               | 1701.203
15.07.2013   | Congo                | 239.789
15.07.2013   | Equatorial Guinea    | 211.19
15.07.2013   | Gabon                | 220.247
15.07.2013   | IR Iran              | 3575.342
15.07.2013   | Iraq                 | 2979.616
15.07.2013   | Kuwait               | 2924.65
15.07.2013   | Libya                | 993.346
15.07.2013   | Nigeria              | 1753.717
15.07.2013   | United Arab Emirates | 2796.534
15.07.2013   | Venezuela            | 2789.486
15.07.2014   | Algeria              | 1192.833
15.07.2014   | Angola               | 1653.688
15.07.2014   | Congo                | 241.459
15.07.2014   | Equatorial Guinea    | 201.498
15.07.2014   | Gabon                | 214.913
15.07.2014   | IR Iran              | 3117.082
15.07.2014   | Iraq                 | 3110.471
15.07.2014   | Kuwait               | 2866.78
15.07.2014   | Libya                | 479.899
15.07.2014   | Nigeria              | 1807.047
15.07.2014   | United Arab Emirates | 2794.0
15.07.2014   | Venezuela            | 2682.633
15.07.2015   | Algeria              | 1157.082
15.07.2015   | Angola               | 1767.068
15.07.2015   | Congo                | 234.136
15.07.2015   | Equatorial Guinea    | 186.789
15.07.2015   | Gabon                | 218.312
15.07.2015   | IR Iran              | 3151.644
15.07.2015   | Iraq                 | 3504.137
15.07.2015   | Kuwait               | 2858.685
15.07.2015   | Libya                | 400.31
15.07.2015   | Nigeria              | 1748.191
15.07.2015   | United Arab Emirates | 2988.885
15.07.2015   | Venezuela            | 2653.871
15.07.2016   | Algeria              | 1146.295
15.07.2016   | Angola               | 1721.62
15.07.2016   | Congo                | 225.008
15.07.2016   | Equatorial Guinea    | 163.205
15.07.2016   | Gabon                | 220.693
15.07.2016   | IR Iran              | 3651.298
15.07.2016   | Iraq                 | 4647.795
15.07.2016   | Kuwait               | 2954.265
15.07.2016   | Libya                | 388.945
15.07.2016   | Nigeria              | 1427.262
15.07.2016   | United Arab Emirates | 3088.284
15.07.2016   | Venezuela            | 2372.503
15.07.2019   | Algeria              | 1023.2
15.07.2019   | Angola               | 1372.848
15.07.2019   | Congo                | 329.197
15.07.2019   | Equatorial Guinea    | 109.583
15.07.2019   | Gabon                | 217.831
15.07.2019   | IR Iran              | 2362.446
15.07.2019   | Iraq                 | 4576.14
15.07.2019   | Kuwait               | 2677.655
15.07.2019   | Libya                | 1090.806
15.07.2019   | Nigeria              | 1737.407
15.07.2019   | United Arab Emirates | 3057.899
15.07.2019   | Venezuela            | 1012.605
15.07.2020   | Algeria              | 898.738
15.07.2020   | Angola               | 1271.46
15.07.2020   | Congo                | 299.936
15.07.2020   | Equatorial Guinea    | 113.575
15.07.2020   | Gabon                | 207.419
15.07.2020   | IR Iran              | 1990.624
15.07.2020   | Iraq                 | 3996.617
15.07.2020   | Kuwait               | 2438.003
15.07.2020   | Libya                | 389.334
15.07.2020   | Nigeria              | 1493.226
15.07.2020   | United Arab Emirates | 2778.552
15.07.2020   | Venezuela            | 568.571
15.07.2021   | Algeria              | 910.877
15.07.2021   | Angola               | 1124.457
15.07.2021   | Congo                | 266.646
15.07.2021   | Equatorial Guinea    | 93.32
15.07.2021   | Gabon                | 181.168
15.07.2021   | IR Iran              | 2392.117
15.07.2021   | Iraq                 | 3971.367
15.07.2021   | Kuwait               | 2414.956
15.07.2021   | Libya                | 1207.091
15.07.2021   | Nigeria              | 1322.759
15.07.2021   | United Arab Emirates | 2717.603
15.07.2021   | Venezuela            | 636.0
15.07.2022   | Algeria              | 1020.258
15.07.2022   | Angola               | 1136.711
15.07.2022   | Congo                | 261.604
15.07.2022   | Equatorial Guinea    | 81.295
15.07.2022   | Gabon                | 190.547
15.07.2022   | IR Iran              | 2554.267
15.07.2022   | Iraq                 | 4452.528
15.07.2022   | Kuwait               | 2707.038
15.07.2022   | Libya                | 981.282
15.07.2022   | Nigeria              | 1137.913
15.07.2022   | United Arab Emirates | 3064.181
15.07.2022   | Venezuela            | 716.395
15.08.2006   | Algeria              | 1368.83
15.08.2006   | Angola               | 1384.6
15.08.2006   | Congo                | 260.388
15.08.2006   | Equatorial Guinea    | 281.781
15.08.2006   | Gabon                | 227.714
15.08.2006   | IR Iran              | 4072.6
15.08.2006   | Iraq                 | 1957.224687843193
15.08.2006   | Kuwait               | 2664.5
15.08.2006   | Libya                | 1751.186
15.08.2006   | Nigeria              | 2233.884
15.08.2006   | United Arab Emirates | 2568.0
15.08.2006   | Venezuela            | 3035.6
15.08.2007   | Algeria              | 1371.6
15.08.2007   | Angola               | 1694.6
15.08.2007   | Congo                | 219.46
15.08.2007   | Equatorial Guinea    | 296.237
15.08.2007   | Gabon                | 232.467
15.08.2007   | IR Iran              | 4030.7
15.08.2007   | Iraq                 | 2035.244
15.08.2007   | Kuwait               | 2574.5
15.08.2007   | Libya                | 1673.9
15.08.2007   | Nigeria              | 2059.262
15.08.2007   | United Arab Emirates | 2529.0
15.08.2007   | Venezuela            | 2981.923
15.08.2008   | Algeria              | 1356.0
15.08.2008   | Angola               | 1896.343
15.08.2008   | Congo                | 244.367
15.08.2008   | Equatorial Guinea    | 302.162
15.08.2008   | Gabon                | 228.279
15.08.2008   | IR Iran              | 4055.672
15.08.2008   | Iraq                 | 2280.538
15.08.2008   | Kuwait               | 2676.01
15.08.2008   | Libya                | 1721.484
15.08.2008   | Nigeria              | 2017.366
15.08.2008   | United Arab Emirates | 2572.2
15.08.2008   | Venezuela            | 2957.536
15.08.2011   | Algeria              | 1161.608
15.08.2011   | Angola               | 1618.047
15.08.2011   | Congo                | 289.431
15.08.2011   | Equatorial Guinea    | 228.805
15.08.2011   | Gabon                | 241.32
15.08.2011   | IR Iran              | 3576.0
15.08.2011   | Iraq                 | 2652.625
15.08.2011   | Kuwait               | 2658.69
15.08.2011   | Libya                | 489.456
15.08.2011   | Nigeria              | 1974.808
15.08.2011   | United Arab Emirates | 2564.17
15.08.2011   | Venezuela            | 2880.907
15.08.2012   | Algeria              | 1199.795
15.08.2012   | Angola               | 1704.001
15.08.2012   | Congo                | 262.87
15.08.2012   | Equatorial Guinea    | 247.143
15.08.2012   | Gabon                | 227.255
15.08.2012   | IR Iran              | 3739.751
15.08.2012   | Iraq                 | 2942.407
15.08.2012   | Kuwait               | 2977.56
15.08.2012   | Libya                | 1449.994
15.08.2012   | Nigeria              | 1954.074
15.08.2012   | United Arab Emirates | 2653.0
15.08.2012   | Venezuela            | 2803.93
15.08.2013   | Algeria              | 1202.614
15.08.2013   | Angola               | 1701.203
15.08.2013   | Congo                | 239.789
15.08.2013   | Equatorial Guinea    | 211.19
15.08.2013   | Gabon                | 220.247
15.08.2013   | IR Iran              | 3575.342
15.08.2013   | Iraq                 | 2979.616
15.08.2013   | Kuwait               | 2924.65
15.08.2013   | Libya                | 993.346
15.08.2013   | Nigeria              | 1753.717
15.08.2013   | United Arab Emirates | 2796.534
15.08.2013   | Venezuela            | 2789.486
15.08.2014   | Algeria              | 1192.833
15.08.2014   | Angola               | 1653.688
15.08.2014   | Congo                | 241.459
15.08.2014   | Equatorial Guinea    | 201.498
15.08.2014   | Gabon                | 214.913
15.08.2014   | IR Iran              | 3117.082
15.08.2014   | Iraq                 | 3110.471
15.08.2014   | Kuwait               | 2866.78
15.08.2014   | Libya                | 479.899
15.08.2014   | Nigeria              | 1807.047
15.08.2014   | United Arab Emirates | 2794.0
15.08.2014   | Venezuela            | 2682.633
15.08.2016   | Algeria              | 1146.295
15.08.2016   | Angola               | 1721.62
15.08.2016   | Congo                | 225.008
15.08.2016   | Equatorial Guinea    | 163.205
15.08.2016   | Gabon                | 220.693
15.08.2016   | IR Iran              | 3651.298
15.08.2016   | Iraq                 | 4647.795
15.08.2016   | Kuwait               | 2954.265
15.08.2016   | Libya                | 388.945
15.08.2016   | Nigeria              | 1427.262
15.08.2016   | United Arab Emirates | 3088.284
15.08.2016   | Venezuela            | 2372.503
15.08.2017   | Algeria              | 1058.693
15.08.2017   | Angola               | 1632.238
15.08.2017   | Congo                | 262.73
15.08.2017   | Equatorial Guinea    | 128.6
15.08.2017   | Gabon                | 210.066
15.08.2017   | IR Iran              | 3867.315
15.08.2017   | Iraq                 | 4468.663
15.08.2017   | Kuwait               | 2704.236
15.08.2017   | Libya                | 807.594
15.08.2017   | Nigeria              | 1535.639
15.08.2017   | United Arab Emirates | 2966.526
15.08.2017   | Venezuela            | 2034.802
15.08.2018   | Algeria              | 1040.102
15.08.2018   | Angola               | 1473.267
15.08.2018   | Congo                | 323.466
15.08.2018   | Equatorial Guinea    | 120.179
15.08.2018   | Gabon                | 193.447
15.08.2018   | IR Iran              | 3535.865
15.08.2018   | Iraq                 | 4410.0
15.08.2018   | Kuwait               | 2736.603
15.08.2018   | Libya                | 946.219
15.08.2018   | Nigeria              | 1601.61
15.08.2018   | United Arab Emirates | 3008.342
15.08.2018   | Venezuela            | 1510.2
15.08.2019   | Algeria              | 1023.2
15.08.2019   | Angola               | 1372.848
15.08.2019   | Congo                | 329.197
15.08.2019   | Equatorial Guinea    | 109.583
15.08.2019   | Gabon                | 217.831
15.08.2019   | IR Iran              | 2362.446
15.08.2019   | Iraq                 | 4576.14
15.08.2019   | Kuwait               | 2677.655
15.08.2019   | Libya                | 1090.806
15.08.2019   | Nigeria              | 1737.407
15.08.2019   | United Arab Emirates | 3057.899
15.08.2019   | Venezuela            | 1012.605
15.08.2022   | Algeria              | 1020.258
15.08.2022   | Angola               | 1136.711
15.08.2022   | Congo                | 261.604
15.08.2022   | Equatorial Guinea    | 81.295
15.08.2022   | Gabon                | 190.547
15.08.2022   | IR Iran              | 2554.267
15.08.2022   | Iraq                 | 4452.528
15.08.2022   | Kuwait               | 2707.038
15.08.2022   | Libya                | 981.282
15.08.2022   | Nigeria              | 1137.913
15.08.2022   | United Arab Emirates | 3064.181
15.08.2022   | Venezuela            | 716.395
15.09.2006   | Algeria              | 1368.83
15.09.2006   | Angola               | 1384.6
15.09.2006   | Congo                | 260.388
15.09.2006   | Equatorial Guinea    | 281.781
15.09.2006   | Gabon                | 227.714
15.09.2006   | IR Iran              | 4072.6
15.09.2006   | Iraq                 | 1957.224687843193
15.09.2006   | Kuwait               | 2664.5
15.09.2006   | Libya                | 1751.186
15.09.2006   | Nigeria              | 2233.884
15.09.2006   | United Arab Emirates | 2568.0
15.09.2006   | Venezuela            | 3035.6
15.09.2008   | Algeria              | 1356.0
15.09.2008   | Angola               | 1896.343
15.09.2008   | Congo                | 244.367
15.09.2008   | Equatorial Guinea    | 302.162
15.09.2008   | Gabon                | 228.279
15.09.2008   | IR Iran              | 4055.672
15.09.2008   | Iraq                 | 2280.538
15.09.2008   | Kuwait               | 2676.01
15.09.2008   | Libya                | 1721.484
15.09.2008   | Nigeria              | 2017.366
15.09.2008   | United Arab Emirates | 2572.2
15.09.2008   | Venezuela            | 2957.536
15.09.2009   | Algeria              | 1216.0
15.09.2009   | Angola               | 1738.884
15.09.2009   | Congo                | 271.763
15.09.2009   | Equatorial Guinea    | 262.488
15.09.2009   | Gabon                | 228.258
15.09.2009   | IR Iran              | 3557.083
15.09.2009   | Iraq                 | 2336.181
15.09.2009   | Kuwait               | 2261.61
15.09.2009   | Libya                | 1473.937
15.09.2009   | Nigeria              | 1841.984
15.09.2009   | United Arab Emirates | 2241.638
15.09.2009   | Venezuela            | 2878.06
15.09.2010   | Algeria              | 1189.839
15.09.2010   | Angola               | 1757.6
15.09.2010   | Congo                | 308.146
15.09.2010   | Equatorial Guinea    | 240.972
15.09.2010   | Gabon                | 241.114
15.09.2010   | IR Iran              | 3544.0
15.09.2010   | Iraq                 | 2358.074
15.09.2010   | Kuwait               | 2312.12
15.09.2010   | Libya                | 1486.605
15.09.2010   | Nigeria              | 2048.269
15.09.2010   | United Arab Emirates | 2323.829
15.09.2010   | Venezuela            | 2853.638
15.09.2011   | Algeria              | 1161.608
15.09.2011   | Angola               | 1618.047
15.09.2011   | Congo                | 289.431
15.09.2011   | Equatorial Guinea    | 228.805
15.09.2011   | Gabon                | 241.32
15.09.2011   | IR Iran              | 3576.0
15.09.2011   | Iraq                 | 2652.625
15.09.2011   | Kuwait               | 2658.69
15.09.2011   | Libya                | 489.456
15.09.2011   | Nigeria              | 1974.808
15.09.2011   | United Arab Emirates | 2564.17
15.09.2011   | Venezuela            | 2880.907
15.09.2014   | Algeria              | 1192.833
15.09.2014   | Angola               | 1653.688
15.09.2014   | Congo                | 241.459
15.09.2014   | Equatorial Guinea    | 201.498
15.09.2014   | Gabon                | 214.913
15.09.2014   | IR Iran              | 3117.082
15.09.2014   | Iraq                 | 3110.471
15.09.2014   | Kuwait               | 2866.78
15.09.2014   | Libya                | 479.899
15.09.2014   | Nigeria              | 1807.047
15.09.2014   | United Arab Emirates | 2794.0
15.09.2014   | Venezuela            | 2682.633
15.09.2015   | Algeria              | 1157.082
15.09.2015   | Angola               | 1767.068
15.09.2015   | Congo                | 234.136
15.09.2015   | Equatorial Guinea    | 186.789
15.09.2015   | Gabon                | 218.312
15.09.2015   | IR Iran              | 3151.644
15.09.2015   | Iraq                 | 3504.137
15.09.2015   | Kuwait               | 2858.685
15.09.2015   | Libya                | 400.31
15.09.2015   | Nigeria              | 1748.191
15.09.2015   | United Arab Emirates | 2988.885
15.09.2015   | Venezuela            | 2653.871
15.09.2016   | Algeria              | 1146.295
15.09.2016   | Angola               | 1721.62
15.09.2016   | Congo                | 225.008
15.09.2016   | Equatorial Guinea    | 163.205
15.09.2016   | Gabon                | 220.693
15.09.2016   | IR Iran              | 3651.298
15.09.2016   | Iraq                 | 4647.795
15.09.2016   | Kuwait               | 2954.265
15.09.2016   | Libya                | 388.945
15.09.2016   | Nigeria              | 1427.262
15.09.2016   | United Arab Emirates | 3088.284
15.09.2016   | Venezuela            | 2372.503
15.09.2017   | Algeria              | 1058.693
15.09.2017   | Angola               | 1632.238
15.09.2017   | Congo                | 262.73
15.09.2017   | Equatorial Guinea    | 128.6
15.09.2017   | Gabon                | 210.066
15.09.2017   | IR Iran              | 3867.315
15.09.2017   | Iraq                 | 4468.663
15.09.2017   | Kuwait               | 2704.236
15.09.2017   | Libya                | 807.594
15.09.2017   | Nigeria              | 1535.639
15.09.2017   | United Arab Emirates | 2966.526
15.09.2017   | Venezuela            | 2034.802
15.09.2020   | Algeria              | 898.738
15.09.2020   | Angola               | 1271.46
15.09.2020   | Congo                | 299.936
15.09.2020   | Equatorial Guinea    | 113.575
15.09.2020   | Gabon                | 207.419
15.09.2020   | IR Iran              | 1990.624
15.09.2020   | Iraq                 | 3996.617
15.09.2020   | Kuwait               | 2438.003
